id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_bulk_06094907eb75e39c,organisation,org_b4e978f005016067,name,Climate Compatible Growth,src_b0d8da97968bb795,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Article summary and South African case-study paragraph describe the interface, functions and EMP-A 2021 application."
asrt_bulk_0618e043427845e1,product,prod_7b787a3f1eec1e39,organisation_id,org_9fb06d7319bc6e76,src_2036ee97788b09bc,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ questions 3 and 9 list Kenya among operating countries and instruct riders to locate swap stations with the Spiro app.
asrt_bulk_07961d270e56dab8,product,prod_31c98189497128c4,primary_category_id,cat_emobility_battery_networks,src_0b2d11046a03402c,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: How It Works and Key Features sections name the web app, station location, IoT health monitoring and dynamic routing; contact section identifies Nairobi."
asrt_bulk_0a4b94115467075f,organisation,org_39703db4e82ec396,name,Rubicon,src_966853451e9815ad,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,Human reviewed. Source locator: Locate & Control Your Charge Sessions and Seamless Payments sections; introduction states the app is for drivers in South Africa.
asrt_bulk_0b4837f2ba0ad778,organisation,org_df0fd10412aadaab,website,https://www.kofa.co/,src_0df75f7550839b7c,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Kofa app technology and Swap & Go sections describe app-based access, station availability and Ghana/Kenya network operations."
asrt_bulk_10400934b8bb0d89,product,prod_7f669470202474a2,lifecycle_status,active,src_b0d8da97968bb795,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Article summary and South African case-study paragraph describe the interface, functions and EMP-A 2021 application."
asrt_bulk_1488e723a8fd5b61,organisation,org_39703db4e82ec396,website,https://www.rubicon.tech/,src_966853451e9815ad,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,Human reviewed. Source locator: Locate & Control Your Charge Sessions and Seamless Payments sections; introduction states the app is for drivers in South Africa.
asrt_bulk_1543ae2bb68b85af,product,prod_7b787a3f1eec1e39,primary_category_id,cat_emobility_battery_networks,src_2036ee97788b09bc,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ questions 3 and 9 list Kenya among operating countries and instruct riders to locate swap stations with the Spiro app.
asrt_bulk_157945224e8c29c5,organisation,org_b4e978f005016067,website,https://climatecompatiblegrowth.com/,src_b0d8da97968bb795,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Article summary and South African case-study paragraph describe the interface, functions and EMP-A 2021 application."
asrt_bulk_15d67ef4ce536cdb,product,prod_31c98189497128c4,sector_id,sector_emobility_batteries,src_0b2d11046a03402c,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: How It Works and Key Features sections name the web app, station location, IoT health monitoring and dynamic routing; contact section identifies Nairobi."
asrt_bulk_177f259efe3020ef,product,prod_31c98189497128c4,name,Mazi Mobility Web App,src_0b2d11046a03402c,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: How It Works and Key Features sections name the web app, station location, IoT health monitoring and dynamic routing; contact section identifies Nairobi."
asrt_bulk_25152257e2aaaf1f,product,prod_28e66e28e429e98a,website,https://www.kofa.co/solutions,src_0df75f7550839b7c,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Kofa app technology and Swap & Go sections describe app-based access, station availability and Ghana/Kenya network operations."
asrt_bulk_26f28bc411268e93,product,prod_28e66e28e429e98a,organisation_id,org_df0fd10412aadaab,src_0df75f7550839b7c,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Kofa app technology and Swap & Go sections describe app-based access, station availability and Ghana/Kenya network operations."
asrt_bulk_27983f7846500808,product,prod_28e66e28e429e98a,lifecycle_status,active,src_0df75f7550839b7c,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Kofa app technology and Swap & Go sections describe app-based access, station availability and Ghana/Kenya network operations."
asrt_bulk_27ce04efdb149bc2,product,prod_d123b1e7b49b439e,name,CLEWs,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,Human reviewed. Source locator: IMPACCT Framework paragraph names CLEWs for studying energy linkages with land and water.
asrt_bulk_290696aa60662057,deployment,dep_ef40e913768f8074,product_id,prod_7b787a3f1eec1e39,src_2036ee97788b09bc,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ questions 3 and 9 list Kenya among operating countries and instruct riders to locate swap stations with the Spiro app.
asrt_bulk_2ba7521e8a4f6668,product,prod_99c67cf93bb73c5f,lifecycle_status,active,src_966853451e9815ad,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,Human reviewed. Source locator: Locate & Control Your Charge Sessions and Seamless Payments sections; introduction states the app is for drivers in South Africa.
asrt_bulk_2bb0704b9368b426,product,prod_28e66e28e429e98a,description,"Mobile and web application for battery-swap access, station discovery, battery availability and account management.",src_0df75f7550839b7c,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Kofa app technology and Swap & Go sections describe app-based access, station availability and Ghana/Kenya network operations."
asrt_bulk_2c9beccddf47b2ec,organisation,org_b4e978f005016067,origin_classification,public_or_open_infrastructure,src_b0d8da97968bb795,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Article summary and South African case-study paragraph describe the interface, functions and EMP-A 2021 application."
asrt_bulk_2d288d80604775b0,product,prod_7f669470202474a2,name,clicSAND,src_b0d8da97968bb795,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Article summary and South African case-study paragraph describe the interface, functions and EMP-A 2021 application."
asrt_bulk_2eb4856947627ea8,product,prod_7f669470202474a2,description,Open-source user interface for entering OSeMOSYS data and visualising energy-system modelling results.,src_b0d8da97968bb795,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Article summary and South African case-study paragraph describe the interface, functions and EMP-A 2021 application."
asrt_bulk_30508b30483af072,product,prod_fbd4ec7d619dc446,organisation_id,org_41b9fcad44ad911b,src_b587f5fa42612646,public_source,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Winner profile, paragraphs describing 7Secondsolar's Cape Town headquarters and AutoPV functions, plus Contact Data."
asrt_bulk_32e0af23a38c05b4,product,prod_31c98189497128c4,access_model,commercial,src_0b2d11046a03402c,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: How It Works and Key Features sections name the web app, station location, IoT health monitoring and dynamic routing; contact section identifies Nairobi."
asrt_bulk_348f03f953a15437,product,prod_7b787a3f1eec1e39,description,Application for locating battery-swap stations on Spiro's African electric-mobility network.,src_2036ee97788b09bc,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ questions 3 and 9 list Kenya among operating countries and instruct riders to locate swap stations with the Spiro app.
asrt_bulk_379b1ece8b640c4e,organisation,org_d26348409ac6de26,country_of_origin,KE,src_0b2d11046a03402c,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: How It Works and Key Features sections name the web app, station location, IoT health monitoring and dynamic routing; contact section identifies Nairobi."
asrt_bulk_37fa33a27a708852,organisation,org_d26348409ac6de26,website,https://mazimobility.com/,src_0b2d11046a03402c,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: How It Works and Key Features sections name the web app, station location, IoT health monitoring and dynamic routing; contact section identifies Nairobi."
asrt_bulk_427a3589839c6320,organisation,org_39703db4e82ec396,country_of_origin,ZA,src_966853451e9815ad,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,Human reviewed. Source locator: Locate & Control Your Charge Sessions and Seamless Payments sections; introduction states the app is for drivers in South Africa.
asrt_bulk_49cc6e91bbae524d,organisation,org_b4e978f005016067,website,https://climatecompatiblegrowth.com/,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,Human reviewed. Source locator: IMPACCT Framework paragraph names CLEWs for studying energy linkages with land and water.
asrt_bulk_4b51f12bbde3cf41,product,prod_99c67cf93bb73c5f,organisation_id,org_39703db4e82ec396,src_966853451e9815ad,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,Human reviewed. Source locator: Locate & Control Your Charge Sessions and Seamless Payments sections; introduction states the app is for drivers in South Africa.
asrt_bulk_50326432230e3418,product,prod_7f669470202474a2,organisation_id,org_b4e978f005016067,src_b0d8da97968bb795,provider_claim_only,ai_assisted_research,batch_001_release_005,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Article summary and South African case-study paragraph describe the interface, functions and EMP-A 2021 application."
