id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_bulk_026e7e5625720e86,product,prod_4862d10385138cf5,open_source_url,https://github.com/d-rec/drec-origin,src_4b7adae0776349b3,provider_claim_only,ai_assisted_research,batch_001_release_001,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Key Features sections describe generation validation, device management, certificate tokens and eligible mini-grid and solar-home-system devices."
asrt_bulk_0450257b05844fff,deployment,dep_c12f3d3769ac31c2,customer_disclosure,named,src_4319a4161634cca0,provider_claim_only,ai_assisted_research,batch_001_release_001,kaykluz,2026-08-02,,,Human reviewed. Source locator: Section 'How Does Aspire Use SHYFT Technology?' and the 'Impact Hub & Google Launch Pad' fully deployed project block.
asrt_bulk_0490d4040e5a5415,deployment,dep_c4d486068f0ae346,lifecycle_status,active,src_8ad2a6fd5ad32af1,independently_evidenced,ai_assisted_research,batch_001_release_001,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening two paragraphs identify Growthpoint's South African e-co2 initiative, Fuel Switch partnership and blockchain REC exchange rollout."
asrt_bulk_05324476531448cc,product,prod_4add1d20552ca8e8,website,https://pylonump.com/?lang=en,src_c70678946460cecc,provider_claim_only,ai_assisted_research,batch_001_release_001,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Products section, 'Energy Management System'; Contacts section gives the Giza, Egypt address."
asrt_bulk_06365d773c773a55,product,prod_5ace380c4742b933,name,Elon Smart Water digital platform,src_afd975f932305487,provider_claim_only,ai_assisted_research,batch_001_release_001,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Introduction: the Elon Smart Water Solution includes hardware, a mobile app and a cloud services platform; About page states the IP and manufacturing are South African."
asrt_bulk_0877be474d375c02,product,prod_4add1d20552ca8e8,name,Energy Management System,src_c70678946460cecc,provider_claim_only,ai_assisted_research,batch_001_release_001,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Products section, 'Energy Management System'; Contacts section gives the Giza, Egypt address."
asrt_bulk_0d9e4ccb4c52966d,product,prod_7ec0014d7e86dba9,description,"Blockchain marketplace for issuing, trading and reporting renewable-energy certificates.",src_8ad2a6fd5ad32af1,independently_evidenced,ai_assisted_research,batch_001_release_001,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening two paragraphs identify Growthpoint's South African e-co2 initiative, Fuel Switch partnership and blockchain REC exchange rollout."
asrt_bulk_0de2f92cde315bd9,organisation,org_406033f114a69ab6,website,https://pylonump.com/,src_c70678946460cecc,provider_claim_only,ai_assisted_research,batch_001_release_001,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Products section, 'Energy Management System'; Contacts section gives the Giza, Egypt address."
asrt_bulk_12ab18c33289bbd2,deployment,dep_c12f3d3769ac31c2,product_id,prod_27402d8bb06c6333,src_4319a4161634cca0,provider_claim_only,ai_assisted_research,batch_001_release_001,kaykluz,2026-08-02,,,Human reviewed. Source locator: Section 'How Does Aspire Use SHYFT Technology?' and the 'Impact Hub & Google Launch Pad' fully deployed project block.
asrt_bulk_13af06f287c7411c,deployment,dep_c4d486068f0ae346,country_iso2,ZA,src_8ad2a6fd5ad32af1,independently_evidenced,ai_assisted_research,batch_001_release_001,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening two paragraphs identify Growthpoint's South African e-co2 initiative, Fuel Switch partnership and blockchain REC exchange rollout."
