id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_bulk_00af5c1efcbe355f,product,prod_5d86400ebf4fde2e,website,https://www.esmap.org/global-electrification-platform-gep,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP Explorer is complemented' identifies the GEP Toolbox as the input-data component.
asrt_bulk_04ef26d99762453e,product,prod_c88c7983f9fcb410,website,https://onsset.readthedocs.io/en/latest/applications.html,src_80750634d4eb4e8f,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: United Nations app subsection describes the interface and results for 54 developing countries in sub-Saharan Africa and Latin America.
asrt_bulk_06b79cd01e35f880,organisation,org_99b1e294a6715f25,name,Netelek,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetMaps product entry.
asrt_bulk_083a353945c664ca,organisation,org_2744e404ad22d210,origin_classification,public_or_open_infrastructure,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP Explorer is complemented' identifies the GEP Toolbox as the input-data component.
asrt_bulk_0b26446c9af1f95e,product,prod_1b711e547ec33e4e,website,https://energy-modelling-tools.github.io/onsset/applications/,src_49525542a4a0aa7a,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Industry and Think Tanks section names the IRENA West Africa Electrification Platform and its investment-scenario coverage.
asrt_bulk_0c7db90f6e293c7e,organisation,org_1f5127f2c1cec727,website,https://www.irena.org/,src_49525542a4a0aa7a,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Industry and Think Tanks section names the IRENA West Africa Electrification Platform and its investment-scenario coverage.
asrt_bulk_0d82f41b910378bf,product,prod_5d86400ebf4fde2e,lifecycle_status,active,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP Explorer is complemented' identifies the GEP Toolbox as the input-data component.
asrt_bulk_18e63a2134742a6e,organisation,org_abe67edf168ef702,website,https://www.onsset.org/,src_49525542a4a0aa7a,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Governments and Industry and Think Tanks sections list applications in Nigeria, Ethiopia, Kenya, Tanzania, Madagascar, Benin and other African contexts."
asrt_bulk_196ba41bf3827d25,product,prod_a65525f1816d4864,name,Congo Epela Platform,src_80750634d4eb4e8f,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Congo Epela Platform subsection identifies Resource Matters and the DRC least-cost electrification application.
asrt_bulk_1d8581998ed015bb,product,prod_acf9505b6591bcdc,description,Open-source geospatial optimisation software for least-cost electrification planning.,src_49525542a4a0aa7a,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Governments and Industry and Think Tanks sections list applications in Nigeria, Ethiopia, Kenya, Tanzania, Madagascar, Benin and other African contexts."
asrt_bulk_211e611591f56606,product,prod_5cabfd347277fd43,website,https://www.iea.org/data-and-statistics/data-product/building-level-electricity-access-and-demand-model,src_6fa288b6cac304e9,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening product description names the IEA-MIT collaboration, open-source status and sub-Saharan Africa coverage."
asrt_bulk_25acf1660b634976,organisation,org_cbf8bcdb4fb4587b,name,Resource Matters and partners,src_80750634d4eb4e8f,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Congo Epela Platform subsection identifies Resource Matters and the DRC least-cost electrification application.
asrt_bulk_266ea9531e4f1914,product,prod_c88c7983f9fcb410,description,"Online interface presenting OnSSET methods, datasets and electrification-planning results.",src_80750634d4eb4e8f,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: United Nations app subsection describes the interface and results for 54 developing countries in sub-Saharan Africa and Latin America.
asrt_bulk_3872ce2e2ffabc1b,product,prod_4e6bb096113f7a45,organisation_id,org_99b1e294a6715f25,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetMaps product entry.
asrt_bulk_389cf6e24477163e,product,prod_acf9505b6591bcdc,primary_category_id,cat_planning_geospatial,src_49525542a4a0aa7a,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Governments and Industry and Think Tanks sections list applications in Nigeria, Ethiopia, Kenya, Tanzania, Madagascar, Benin and other African contexts."
asrt_bulk_3aaeb22dbcb141b5,organisation,org_abe67edf168ef702,origin_classification,public_or_open_infrastructure,src_49525542a4a0aa7a,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Governments and Industry and Think Tanks sections list applications in Nigeria, Ethiopia, Kenya, Tanzania, Madagascar, Benin and other African contexts."
asrt_bulk_3c7ed11be9f6a1f9,product,prod_c88c7983f9fcb410,organisation_id,org_8f37967e82047776,src_80750634d4eb4e8f,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: United Nations app subsection describes the interface and results for 54 developing countries in sub-Saharan Africa and Latin America.
asrt_bulk_3f2ffedc33f3750a,product,prod_6105cb20d5181a16,sector_id,sector_distributed_energy_access,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP Explorer is complemented' names the GEP Generator and describes custom scenario generation.
asrt_bulk_40e5f7816e8dec18,product,prod_acf9505b6591bcdc,organisation_id,org_abe67edf168ef702,src_49525542a4a0aa7a,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Governments and Industry and Think Tanks sections list applications in Nigeria, Ethiopia, Kenya, Tanzania, Madagascar, Benin and other African contexts."
asrt_bulk_418abf031eb62735,product,prod_5cabfd347277fd43,organisation_id,org_a2926a5df5cdd48c,src_6fa288b6cac304e9,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening product description names the IEA-MIT collaboration, open-source status and sub-Saharan Africa coverage."
asrt_bulk_45289d4264b9aebd,product,prod_6105cb20d5181a16,name,GEP Generator,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP Explorer is complemented' names the GEP Generator and describes custom scenario generation.
asrt_bulk_474efa13ee8aba12,product,prod_5d86400ebf4fde2e,organisation_id,org_2744e404ad22d210,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP Explorer is complemented' identifies the GEP Toolbox as the input-data component.
asrt_bulk_4aa3e5e68c8271d2,organisation,org_99b1e294a6715f25,origin_classification,africa_built,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetMaps product entry.
asrt_bulk_4afe4fc6442d2827,product,prod_c88c7983f9fcb410,lifecycle_status,active,src_80750634d4eb4e8f,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: United Nations app subsection describes the interface and results for 54 developing countries in sub-Saharan Africa and Latin America.
asrt_bulk_4fde4c30018bec85,product,prod_a65525f1816d4864,organisation_id,org_cbf8bcdb4fb4587b,src_80750634d4eb4e8f,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Congo Epela Platform subsection identifies Resource Matters and the DRC least-cost electrification application.
asrt_bulk_5206daf0834327e0,product,prod_c88c7983f9fcb410,access_model,public,src_80750634d4eb4e8f,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: United Nations app subsection describes the interface and results for 54 developing countries in sub-Saharan Africa and Latin America.
asrt_bulk_5969599fa4cf7376,organisation,org_1f5127f2c1cec727,origin_classification,public_or_open_infrastructure,src_49525542a4a0aa7a,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Industry and Think Tanks section names the IRENA West Africa Electrification Platform and its investment-scenario coverage.
asrt_bulk_5ad2cd7b87ca3e53,product,prod_4e6bb096113f7a45,lifecycle_status,active,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetMaps product entry.
asrt_bulk_5b8bba5577969cf9,product,prod_1b711e547ec33e4e,sector_id,sector_distributed_energy_access,src_49525542a4a0aa7a,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Industry and Think Tanks section names the IRENA West Africa Electrification Platform and its investment-scenario coverage.
asrt_bulk_5bee05a0805da916,product,prod_6105cb20d5181a16,access_model,open_source,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP Explorer is complemented' names the GEP Generator and describes custom scenario generation.
asrt_bulk_6334df42854c56e5,organisation,org_abe67edf168ef702,name,KTH Royal Institute of Technology and OnSSET contributors,src_49525542a4a0aa7a,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Governments and Industry and Think Tanks sections list applications in Nigeria, Ethiopia, Kenya, Tanzania, Madagascar, Benin and other African contexts."
asrt_bulk_6378635af2f3ed06,product,prod_acf9505b6591bcdc,open_source_url,https://github.com/OnSSET/onsset,src_49525542a4a0aa7a,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Governments and Industry and Think Tanks sections list applications in Nigeria, Ethiopia, Kenya, Tanzania, Madagascar, Benin and other African contexts."
asrt_bulk_66d6eb02a7d34fcc,product,prod_4e6bb096113f7a45,access_model,commercial,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetMaps product entry.
asrt_bulk_6e825533d97b66dc,product,prod_c88c7983f9fcb410,sector_id,sector_distributed_energy_access,src_80750634d4eb4e8f,provider_claim_only,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: United Nations app subsection describes the interface and results for 54 developing countries in sub-Saharan Africa and Latin America.
asrt_bulk_6ecb0b1b5e6f210d,organisation,org_2744e404ad22d210,name,World Bank ESMAP,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP Explorer is complemented' names the GEP Generator and describes custom scenario generation.
asrt_bulk_6ed2203e4700038d,product,prod_6105cb20d5181a16,website,https://www.esmap.org/global-electrification-platform-gep,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP Explorer is complemented' names the GEP Generator and describes custom scenario generation.
asrt_bulk_7007a9b3d8a604ff,organisation,org_2744e404ad22d210,origin_classification,public_or_open_infrastructure,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP Explorer is complemented' names the GEP Generator and describes custom scenario generation.
asrt_bulk_718486813459adba,product,prod_a65525f1816d4864,access_model,public,src_80750634d4eb4e8f,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Congo Epela Platform subsection identifies Resource Matters and the DRC least-cost electrification application.
asrt_bulk_7265005af0e0d3c4,product,prod_a65525f1816d4864,website,https://onsset.readthedocs.io/en/latest/applications.html,src_80750634d4eb4e8f,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Congo Epela Platform subsection identifies Resource Matters and the DRC least-cost electrification application.
asrt_bulk_72690d1b13910a25,product,prod_1b711e547ec33e4e,description,Interactive platform providing electrification investment scenarios for West African countries.,src_49525542a4a0aa7a,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Industry and Think Tanks section names the IRENA West Africa Electrification Platform and its investment-scenario coverage.
