id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_bulk_03a2ad8824bf4509,product,prod_d52c504a42c601a3,sector_id,sector_generation_storage,src_a9aeffadb63a1fef,provider_claim_only,ai_assisted_research,batch_001_release_006,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening paragraph states that OSeMOSYS has been used for African Power Pools and other continental, country and village models."
asrt_bulk_04cc30be6c1484f9,product,prod_6511e9ace503cbaa,organisation_id,org_b4e978f005016067,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_006,kaykluz,2026-08-02,,,Human reviewed. Source locator: IMPACCT Framework finance paragraph identifies FinCoRE as the source of projected capital costs.
asrt_bulk_060bacad81e14349,organisation,org_a8add2f3b4fe90af,website,https://osemosys.github.io/,src_006b50f09716afd0,provider_claim_only,ai_assisted_research,batch_001_release_006,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening description identifies the software as an open-source, open-data model generator for any geographic subset of the globe."
asrt_bulk_07f3e837eb130278,product,prod_6511e9ace503cbaa,access_model,open_source,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_006,kaykluz,2026-08-02,,,Human reviewed. Source locator: IMPACCT Framework finance paragraph identifies FinCoRE as the source of projected capital costs.
asrt_bulk_08614ded776e06f7,product,prod_37d006103d63d180,lifecycle_status,active,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_006,kaykluz,2026-08-02,,,Human reviewed. Source locator: IMPACCT Framework finance paragraph identifies FinTrack as the source of financing terms.
asrt_bulk_0fef5c860ab1efff,product,prod_8d5f9abcd9decdc8,description,"Operating system for solar EPCs covering PV layout, electrical design, yield simulation, finance origination, project delivery and handover workflows.",src_cdecc55785a2e84f,provider_claim_only,ai_assisted_research,batch_001_release_006,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'This is the actual product', 'Engineering Studio', 'Yield and simulation', 'How a deal moves' and footer legal registration details."
asrt_bulk_15dcc007c1c55e64,product,prod_4c1eb1c96a6e5afa,organisation_id,org_a8add2f3b4fe90af,src_006b50f09716afd0,provider_claim_only,ai_assisted_research,batch_001_release_006,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening description identifies the software as an open-source, open-data model generator for any geographic subset of the globe."
asrt_bulk_175011ef7e1debb4,product,prod_6511e9ace503cbaa,sector_id,sector_markets_finance_carbon,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_006,kaykluz,2026-08-02,,,Human reviewed. Source locator: IMPACCT Framework finance paragraph identifies FinCoRE as the source of projected capital costs.
asrt_bulk_1d2c44b01333501a,organisation,org_b4e978f005016067,website,https://climatecompatiblegrowth.com/,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_006,kaykluz,2026-08-02,,,Human reviewed. Source locator: IMPACCT Framework finance paragraph identifies FinTrack as the source of financing terms.
asrt_bulk_1e9742907d0655ed,organisation,org_73b14ede2c4a2ead,origin_classification,public_or_open_infrastructure,src_e5c412f183848e7c,provider_claim_only,ai_assisted_research,batch_001_release_006,kaykluz,2026-08-02,,,"Human reviewed. Source locator: README opening and Features sections describe optimisation, dispatch, power-flow and planning functions; linked African models establish regional use."
