id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_bulk_0184ab2930a42f3e,product,prod_835fa410d7e3dba0,organisation_id,org_14ddaae613b81fe5,src_4acfd42725b98b4e,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: About this app section describes live charging discovery, availability, remote start/stop and payments; developer address is in Rabat, Morocco."
asrt_bulk_040536394d101b71,organisation,org_6894f264f4bd16ed,country_of_origin,EG,src_09a3d01a3a3a8b9a,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,Human reviewed. Source locator: Homepage headings 'The Complete EV Charging Software Platform' and location section identifying Egypt.
asrt_bulk_05e9ec643620bdc9,product,prod_dc72bea09d0725f4,description,"EV-charging application providing a unified wallet, live map, availability and charging history across Egyptian networks.",src_ad5d15b92aa2776d,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Homepage 'Now live across Egypt' and feature sections describe the wallet, map, availability and session records."
asrt_bulk_09ed747a95498f86,product,prod_f63dd1268b6e12c7,website,https://fastvolt.net/,src_0aeaf7bbb4111bf3,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Application feature bullet states it locates, organises and pays for charging; page reports more than 100 charging points in Morocco."
asrt_bulk_0c5d5800b9af72ce,product,prod_f63dd1268b6e12c7,sector_id,sector_emobility_batteries,src_0aeaf7bbb4111bf3,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Application feature bullet states it locates, organises and pays for charging; page reports more than 100 charging points in Morocco."
asrt_bulk_13a80ba448420f76,organisation,org_df0fd10412aadaab,origin_classification,africa_built,src_0df75f7550839b7c,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Fleet Management feature explicitly names the Kofa Fleet Platform and describes rider access, purchases and running-cost management."
asrt_bulk_159b3f137b5dad44,product,prod_dfff8365390e2421,organisation_id,org_df0fd10412aadaab,src_0df75f7550839b7c,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Fleet Management feature explicitly names the Kofa Fleet Platform and describes rider access, purchases and running-cost management."
asrt_bulk_17f4a869a9d2db6a,organisation,org_686ef9b185a5a75d,headquarters_country,MA,src_0aeaf7bbb4111bf3,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Application feature bullet states it locates, organises and pays for charging; page reports more than 100 charging points in Morocco."
asrt_bulk_1b8789667e9635ed,product,prod_835fa410d7e3dba0,sector_id,sector_emobility_batteries,src_4acfd42725b98b4e,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: About this app section describes live charging discovery, availability, remote start/stop and payments; developer address is in Rabat, Morocco."
asrt_bulk_1e107d31348e38f1,product,prod_642f0da0b4e417a3,sector_id,sector_emobility_batteries,src_de00f697c22cfe83,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Featured Product and All-in-one EV Charging Software Management sections name Pika EV Drive and list station, session and smart-energy controls; page gives Cairo headquarters."
asrt_bulk_2020a2d1f2eba782,product,prod_835fa410d7e3dba0,description,"Moroccan EV-charging application for locating chargers, checking availability, controlling sessions and paying.",src_4acfd42725b98b4e,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: About this app section describes live charging discovery, availability, remote start/stop and payments; developer address is in Rabat, Morocco."
asrt_bulk_24fa5dd391caf16e,product,prod_642f0da0b4e417a3,organisation_id,org_5d4d39fbfe878d2c,src_de00f697c22cfe83,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Featured Product and All-in-one EV Charging Software Management sections name Pika EV Drive and list station, session and smart-energy controls; page gives Cairo headquarters."
asrt_bulk_26d315f623cf7f7b,product,prod_af06988b7962e214,primary_category_id,cat_emobility_battery_networks,src_a007594faa6d6482,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Homepage section on the national network names ChargePocket and describes its live map, charger details, sessions and payments."
asrt_bulk_2b09d63164d2ff9e,product,prod_835fa410d7e3dba0,website,https://play.google.com/store/apps/details?id=com.estations.ma,src_4acfd42725b98b4e,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: About this app section describes live charging discovery, availability, remote start/stop and payments; developer address is in Rabat, Morocco."
asrt_bulk_2b73b9d614416e9b,product,prod_dfff8365390e2421,lifecycle_status,active,src_0df75f7550839b7c,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Fleet Management feature explicitly names the Kofa Fleet Platform and describes rider access, purchases and running-cost management."
asrt_bulk_2d4a43f98a7f32e1,product,prod_f63dd1268b6e12c7,organisation_id,org_686ef9b185a5a75d,src_0aeaf7bbb4111bf3,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Application feature bullet states it locates, organises and pays for charging; page reports more than 100 charging points in Morocco."
asrt_bulk_2e327b73a017a80d,organisation,org_5d4d39fbfe878d2c,headquarters_country,EG,src_de00f697c22cfe83,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Featured Product and All-in-one EV Charging Software Management sections name Pika EV Drive and list station, session and smart-energy controls; page gives Cairo headquarters."
asrt_bulk_309cea15a8e41b5f,product,prod_af06988b7962e214,lifecycle_status,active,src_a007594faa6d6482,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Homepage section on the national network names ChargePocket and describes its live map, charger details, sessions and payments."
