id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_bulk_00d1805207b56a25,deployment,dep_a7c8d5b7c82274d7,customer_name,City of Cape Town Electricity Service Department,src_02027067a2b6f47d,provider_claim_only,ai_assisted_research,batch_001_release_002,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Paragraphs dated April 19, 2012 stating successful go-live, remote meter reads, MDUS integration and continuous exchange with SAP for Utilities."
asrt_bulk_063d233cb0a1990e,organisation,org_b5a699ab229742b6,headquarters_country,ZA,src_33e8d065011165de,provider_claim_only,ai_assisted_research,batch_001_release_002,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening overview, Details and Features sections; Output Examples include grid GIS outputs."
asrt_bulk_09650072ba1c09cc,deployment,dep_a7c8d5b7c82274d7,country_iso2,ZA,src_02027067a2b6f47d,provider_claim_only,ai_assisted_research,batch_001_release_002,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Paragraphs dated April 19, 2012 stating successful go-live, remote meter reads, MDUS integration and continuous exchange with SAP for Utilities."
asrt_bulk_0d611c504b994f20,product,prod_3b9526941c4a04c6,access_model,commercial,src_7de3c1f07aa1a7fc,provider_claim_only,ai_assisted_research,batch_001_release_002,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Solution section stating that IoT, smart-meter and RTU data is aggregated with ArcGIS GeoEvent Server to update feature layers."
asrt_bulk_1043909f48d13990,product,prod_3b9526941c4a04c6,name,ArcGIS GeoEvent Server,src_7de3c1f07aa1a7fc,provider_claim_only,ai_assisted_research,batch_001_release_002,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Solution section stating that IoT, smart-meter and RTU data is aggregated with ArcGIS GeoEvent Server to update feature layers."
asrt_bulk_1658bf77fa449b81,product,prod_3b9526941c4a04c6,lifecycle_status,active,src_7de3c1f07aa1a7fc,provider_claim_only,ai_assisted_research,batch_001_release_002,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Solution section stating that IoT, smart-meter and RTU data is aggregated with ArcGIS GeoEvent Server to update feature layers."
asrt_bulk_1855a57b650a353b,organisation,org_9df3ccd43710a1e4,headquarters_country,GB,src_0b7158369b815d9f,provider_claim_only,ai_assisted_research,batch_001_release_002,kaykluz,2026-08-02,,,Human reviewed. Source locator: Presentation summary under '2022 – AVEVA PI World – Amsterdam – Power Generation'.
asrt_bulk_18a757da0bb8da75,product,prod_f3d9dc4a77ea4cab,website,https://www.aveva.com/en/products/aveva-pi-system/,src_0b7158369b815d9f,provider_claim_only,ai_assisted_research,batch_001_release_002,kaykluz,2026-08-02,,,Human reviewed. Source locator: Presentation summary under '2022 – AVEVA PI World – Amsterdam – Power Generation'.
asrt_bulk_1cbda6e09df9988d,organisation,org_530820839614a2eb,name,Esri,src_7de3c1f07aa1a7fc,provider_claim_only,ai_assisted_research,batch_001_release_002,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Solution section stating that IoT, smart-meter and RTU data is aggregated with ArcGIS GeoEvent Server to update feature layers."
asrt_bulk_1f3119ccf1ff021e,product,prod_b91aa7029d7054cd,name,Smart-View SaaS Utilities Management Solution,src_2a5c99c65a3533f8,provider_claim_only,ai_assisted_research,batch_001_release_002,kaykluz,2026-08-02,,,"Human reviewed. Source locator: About Company; Who is Smart-View Technology; Analytics, Machine Learning & Reporting; Our Location."
