id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_bulk_01b86c00a6b08a2b,organisation,org_c60ee59766bb7296,website,https://plentify.io/,src_d4d68c56788ce4d7,customer_confirmed,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Project at a Glance, Solution and How It Works sections name eThekwini, Plentify HEMS, virtual-power-plant functions and the early-pilot status."
asrt_bulk_0293b34bbe5227e8,organisation,org_3684c370a0486cf0,country_of_origin,BF,src_05e838c776926403,independently_evidenced,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Project heading and summary identify SolarFlow, Burkina Faso and its monitoring, automation and optimisation functions."
asrt_bulk_03646fd0d00ee190,organisation,org_4ac6c37b6348829f,origin_classification,africa_built,src_75449c38606a534e,independently_evidenced,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Project description and Key milestones sections identify the Kenya-based SaaS platform, functions and pilot integrations."
asrt_bulk_04bb229f420adcfb,product,prod_bb8d9737e621ddbf,description,"Cloud platform for real-time monitoring, automation and optimisation of off-grid solar systems.",src_05e838c776926403,independently_evidenced,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Project heading and summary identify SolarFlow, Burkina Faso and its monitoring, automation and optimisation functions."
asrt_bulk_06dc672b1cc97de3,organisation,org_7245d69e568dc70a,headquarters_country,ZA,src_85884b03ae89ab9b,independently_evidenced,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Project at a Glance, Solution, How It Works and Results So Far sections name the platform and describe real-world operator use across sub-Saharan Africa."
asrt_bulk_088711824c53928f,product,prod_870e878724216eb1,organisation_id,org_7245d69e568dc70a,src_85884b03ae89ab9b,independently_evidenced,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Project at a Glance, Solution, How It Works and Results So Far sections name the platform and describe real-world operator use across sub-Saharan Africa."
asrt_bulk_08d95b07e2daea3d,product,prod_786ef0a3b218061b,primary_category_id,cat_generation_storage_operations,src_75449c38606a534e,independently_evidenced,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Project description and Key milestones sections identify the Kenya-based SaaS platform, functions and pilot integrations."
asrt_bulk_1032eedeb6cea34f,organisation,org_c60ee59766bb7296,name,Plentify,src_d4d68c56788ce4d7,customer_confirmed,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Project at a Glance, Solution and How It Works sections name eThekwini, Plentify HEMS, virtual-power-plant functions and the early-pilot status."
asrt_bulk_11c0aea41290ad48,product,prod_63cceeebf437dc69,description,"AI-driven home-energy management and virtual-power-plant platform coordinating solar, batteries and water heating.",src_d4d68c56788ce4d7,customer_confirmed,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Project at a Glance, Solution and How It Works sections name eThekwini, Plentify HEMS, virtual-power-plant functions and the early-pilot status."
asrt_bulk_148695d172affc94,product,prod_50515a6186c6f41d,primary_category_id,cat_generation_storage_operations,src_8663e6ac3734b42a,provider_claim_only,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'EMS Software | Monitoring & Control', 'Key functionalities' and FAQs; Solar MD contact page identifies Cape Town as the Africa head office."
asrt_bulk_1531ce487869747c,product,prod_84787f6a75dff4dd,description,"A vendor-agnostic operating platform for technical monitoring, alerts, maintenance workflows, commercial tracking and reporting across distributed solar portfolios.",src_d151cbedc6c4759e,provider_claim_only,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Daystar Power case block: Nigeria, Ghana, Togo and Senegal; 200+ sites; customer quotation describing AMMP as an operations tool."
asrt_bulk_15a8a517c8aadb7c,product,prod_50515a6186c6f41d,sector_id,sector_generation_storage,src_8663e6ac3734b42a,provider_claim_only,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'EMS Software | Monitoring & Control', 'Key functionalities' and FAQs; Solar MD contact page identifies Cape Town as the Africa head office."
asrt_bulk_18ddb0c4870a288c,deployment,dep_91df12effd6080a3,customer_name,Daystar Power,src_d151cbedc6c4759e,provider_claim_only,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Daystar Power case block: Nigeria, Ghana, Togo and Senegal; 200+ sites; customer quotation describing AMMP as an operations tool."
