id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_bulk_03836937e4cfcf87,organisation,org_d48d027ab1a1011c,origin_classification,africa_built,src_8055fc93905afd67,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Our Solutions / Energypro Marketplace section describes renewable-electricity sourcing and the page identifies South African wheeling operations.
asrt_bulk_0caf466b797e026b,product,prod_596ed16f715fb870,website,https://www.switch.org.za/,src_25c2a0a72ca484b2,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Smart Metering & Energy Trading Solutions' and 'Smart Metering', especially the internally built meter-management ecosystem paragraph."
asrt_bulk_0ff89e5a39582b09,organisation,org_e7a91741bca86f28,origin_classification,africa_founded_global_hq,src_3fed97da9ebf5a38,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,"Human reviewed. Source locator: SteamaCo Product Suite, 'Nimbus AMI' product block."
asrt_bulk_111ed2f880dbc1c0,product,prod_dafd91d42f6636f9,website,https://openaccess.energy/pages/solutions/amptera,src_728b5d57ef518817,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening product description and 'Key Capabilities' list; call-to-action names George Municipality as a user.
asrt_bulk_13eca2a329aa4ba3,product,prod_8cc55e7483a66134,description,"A digital-utility app for smart-meter data, energy-use insights, embedded billing and payments, and purchasing wheeled renewable electricity.",src_daca46ab58257600,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Sections 'Our solutions' and 'ELDO's Energy App'.
asrt_bulk_16d2ddd42629e5fe,organisation,org_6813554323495fa0,headquarters_country,ZA,src_25c2a0a72ca484b2,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Smart Metering & Energy Trading Solutions' and 'Smart Metering', especially the internally built meter-management ecosystem paragraph."
asrt_bulk_18e9ced835448e14,product,prod_21c1794343050d9f,access_model,commercial,src_e0428ec7ccfcfd99,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening 'Empower your customers' section and 'Better informed' notification list.
asrt_bulk_1929809d37670a7f,organisation,org_e7a91741bca86f28,website,https://steama.co/,src_e0428ec7ccfcfd99,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening 'Empower your customers' section and 'Better informed' notification list.
asrt_bulk_1f1e3bb90c1146a5,product,prod_dafd91d42f6636f9,description,"A cloud utility platform that ingests smart-meter data and automates tariff application, billing, wheeling calculations and dashboards.",src_728b5d57ef518817,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening product description and 'Key Capabilities' list; call-to-action names George Municipality as a user.
asrt_bulk_22d14625eec38eab,organisation,org_e7a91741bca86f28,country_of_origin,KE,src_e0428ec7ccfcfd99,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening 'Empower your customers' section and 'Better informed' notification list.
asrt_bulk_239761f1e452f3fc,organisation,org_6813554323495fa0,name,Switch Energy,src_25c2a0a72ca484b2,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Smart Metering & Energy Trading Solutions' and 'Smart Metering', especially the internally built meter-management ecosystem paragraph."
asrt_bulk_2b1e2232353ab6e7,organisation,org_0a99ba7088470e53,name,Ontec Systems (Pty) Ltd,src_0e2b17c179cb2014,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Data Centre > Meter Data Manager and Vending Gateway sections.
asrt_bulk_378c2968545c925f,organisation,org_6813554323495fa0,website,https://www.switch.org.za/,src_25c2a0a72ca484b2,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Smart Metering & Energy Trading Solutions' and 'Smart Metering', especially the internally built meter-management ecosystem paragraph."
asrt_bulk_381e050377d4556e,product,prod_3cdf76665621519b,website,https://openaccess.energy/,src_8055fc93905afd67,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Our Solutions / Energypro Marketplace section describes renewable-electricity sourcing and the page identifies South African wheeling operations.
asrt_bulk_3a9a5c85aad0de3a,organisation,org_515b5b14c4e13ea8,website,https://www.eldo.co.za/,src_daca46ab58257600,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Sections 'Our solutions' and 'ELDO's Energy App'.
asrt_bulk_3bcaeb1655b213f0,product,prod_3cdf76665621519b,access_model,commercial,src_8055fc93905afd67,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Our Solutions / Energypro Marketplace section describes renewable-electricity sourcing and the page identifies South African wheeling operations.
asrt_bulk_3d349b4b1f6c2eb3,product,prod_21c1794343050d9f,organisation_id,org_e7a91741bca86f28,src_e0428ec7ccfcfd99,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening 'Empower your customers' section and 'Better informed' notification list.
asrt_bulk_3db8d9d5ae3523d5,organisation,org_e7a91741bca86f28,name,SteamaCo,src_3fed97da9ebf5a38,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,"Human reviewed. Source locator: SteamaCo Product Suite, 'Nimbus AMI' product block."
asrt_bulk_435a2c72b42b177a,product,prod_21c1794343050d9f,name,SunBeam,src_e0428ec7ccfcfd99,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening 'Empower your customers' section and 'Better informed' notification list.
asrt_bulk_440c5eca33d15691,organisation,org_e7a91741bca86f28,headquarters_country,GB,src_3fed97da9ebf5a38,provider_claim_only,ai_assisted_research,batch_001_release_012,kaykluz,2026-08-02,,,"Human reviewed. Source locator: SteamaCo Product Suite, 'Nimbus AMI' product block."
