id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_bulk_01bf393eb63e3111,product,prod_7a974ed97072233c,organisation_id,org_99b1e294a6715f25,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
asrt_bulk_01cb3b9560d539d3,product,prod_7a974ed97072233c,access_model,commercial,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
asrt_bulk_01cbc5f221fed549,product,prod_7a974ed97072233c,name,NetFin,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
asrt_bulk_0345acba39abaadc,product,prod_7a974ed97072233c,lifecycle_status,active,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
asrt_bulk_0405894fd326afda,product,prod_033fbcf0e9b1c951,organisation_id,org_2744e404ad22d210,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP provides' describes the GEP Explorer and its adjustable least-cost planning parameters.
asrt_bulk_041ba50d0c87290a,product,prod_5a6f083895aef158,access_model,commercial,src_5d32c0903dfe6e9c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Download the Citiq app' and 'Manage your utilities on the go', plus the statement that the technology is locally built in South Africa."
asrt_bulk_0640b2fdb7564715,product,prod_5a6f083895aef158,name,Citiq App,src_5d32c0903dfe6e9c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Download the Citiq app' and 'Manage your utilities on the go', plus the statement that the technology is locally built in South Africa."
asrt_bulk_0776d9427bd635e7,organisation,org_7951c70ccd95064f,origin_classification,africa_built,src_31fdc6b36c19f321,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening platform summary; 'The platform'; 'What we meter'; 'How it works'; FAQ; footer address.
asrt_bulk_094e6a0d2aeeff12,product,prod_7a974ed97072233c,sector_id,sector_power_utilities,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
asrt_bulk_0f7beb82d0b6ed5b,product,prod_46feee3513c5f4a9,website,https://cloud.netelek.co.za/,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetView product entry.
asrt_bulk_1095aa3ddba4c4d9,organisation,org_99b1e294a6715f25,headquarters_country,ZA,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
asrt_bulk_114ad90ebbe611cd,product,prod_5a6f083895aef158,primary_category_id,cat_retail_metering_billing_payments,src_5d32c0903dfe6e9c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Download the Citiq app' and 'Manage your utilities on the go', plus the statement that the technology is locally built in South Africa."
asrt_bulk_15b84b7ed3dd393f,product,prod_5a6f083895aef158,description,"A mobile app for purchasing prepaid electricity, tracking usage and transaction history, and managing multiple meters.",src_5d32c0903dfe6e9c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Download the Citiq app' and 'Manage your utilities on the go', plus the statement that the technology is locally built in South Africa."
asrt_bulk_16ed185522ead540,organisation,org_2e848005aab6ebe8,name,World Resources Institute and Climate Compatible Growth,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: EAE description and IMPACCT Framework paragraph identify the tool for priority-area and energy-access planning.
asrt_bulk_1714701d0634f6cd,organisation,org_063aba978073ba5d,headquarters_country,ZA,src_5d32c0903dfe6e9c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Download the Citiq app' and 'Manage your utilities on the go', plus the statement that the technology is locally built in South Africa."
asrt_bulk_1a073f95037364eb,organisation,org_99b1e294a6715f25,origin_classification,africa_built,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
asrt_bulk_1a64f01f8f4948f8,organisation,org_6fa8233b4c6f7e60,website,https://www.myvoltage.co.za/,src_e1397f8d9f1aec2c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening product description, Key product features and Value-added service offering."
asrt_bulk_1ae16ce12241ac7a,product,prod_daa50f9ebedcc7b0,name,Energy Access Explorer,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: EAE description and IMPACCT Framework paragraph identify the tool for priority-area and energy-access planning.
asrt_bulk_1cd87f53bd264caf,product,prod_daa50f9ebedcc7b0,sector_id,sector_distributed_energy_access,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: EAE description and IMPACCT Framework paragraph identify the tool for priority-area and energy-access planning.
asrt_bulk_2221721aee6b5e6e,product,prod_46feee3513c5f4a9,name,NetView,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetView product entry.
asrt_bulk_2315872d70422c22,organisation,org_99b1e294a6715f25,country_of_origin,ZA,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetVend product entry.
asrt_bulk_26fb0f44cd71ace7,product,prod_daa50f9ebedcc7b0,description,Geospatial information system for data-driven and inclusive energy-access planning.,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: EAE description and IMPACCT Framework paragraph identify the tool for priority-area and energy-access planning.
asrt_bulk_2835b8c2880cd879,organisation,org_2744e404ad22d210,website,https://www.esmap.org/,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP provides' describes the GEP Explorer and its adjustable least-cost planning parameters.
asrt_bulk_29e9c5d74f1cdbf2,product,prod_5a6f083895aef158,sector_id,sector_power_utilities,src_5d32c0903dfe6e9c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Download the Citiq app' and 'Manage your utilities on the go', plus the statement that the technology is locally built in South Africa."
asrt_bulk_2aeaa944b920a06a,organisation,org_2744e404ad22d210,origin_classification,public_or_open_infrastructure,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP provides' describes the GEP Explorer and its adjustable least-cost planning parameters.
asrt_bulk_2b0a92e0c04ba111,organisation,org_063aba978073ba5d,website,https://citiqprepaid.co.za/,src_5d32c0903dfe6e9c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Download the Citiq app' and 'Manage your utilities on the go', plus the statement that the technology is locally built in South Africa."
asrt_bulk_2ef151c32431adb7,organisation,org_99b1e294a6715f25,country_of_origin,ZA,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
asrt_bulk_34453b1a846275cd,product,prod_5a6f083895aef158,lifecycle_status,active,src_5d32c0903dfe6e9c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Download the Citiq app' and 'Manage your utilities on the go', plus the statement that the technology is locally built in South Africa."
asrt_bulk_34a39a3bd2fe58e9,product,prod_d5b79f9c98ecce44,primary_category_id,cat_retail_metering_billing_payments,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetVend product entry.
asrt_bulk_3d5b993558680ca3,organisation,org_2e848005aab6ebe8,origin_classification,public_or_open_infrastructure,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: EAE description and IMPACCT Framework paragraph identify the tool for priority-area and energy-access planning.
asrt_bulk_3da0b503762397ee,organisation,org_6fa8233b4c6f7e60,country_of_origin,ZA,src_e1397f8d9f1aec2c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening product description, Key product features and Value-added service offering."
asrt_bulk_3f302a91f8b04029,product,prod_033fbcf0e9b1c951,primary_category_id,cat_planning_geospatial,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP provides' describes the GEP Explorer and its adjustable least-cost planning parameters.
asrt_bulk_40689a08f28c30e4,product,prod_46feee3513c5f4a9,sector_id,sector_power_utilities,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetView product entry.
asrt_bulk_453807fcf8f3b946,product,prod_033fbcf0e9b1c951,lifecycle_status,active,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP provides' describes the GEP Explorer and its adjustable least-cost planning parameters.
asrt_bulk_472998856352efda,product,prod_7a974ed97072233c,website,https://cloud.netelek.co.za/,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
asrt_bulk_489425082719b847,product,prod_033fbcf0e9b1c951,sector_id,sector_distributed_energy_access,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP provides' describes the GEP Explorer and its adjustable least-cost planning parameters.
asrt_bulk_4bd7e3f8678a46f9,product,prod_033fbcf0e9b1c951,name,Global Electrification Platform Explorer,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP provides' describes the GEP Explorer and its adjustable least-cost planning parameters.
asrt_bulk_4ef0e29b1fc891d7,organisation,org_99b1e294a6715f25,headquarters_country,ZA,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetVend product entry.
asrt_bulk_59cc023d1b88631b,organisation,org_99b1e294a6715f25,name,Netelek,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetView product entry.
asrt_bulk_5a57a306cd5ba229,product,prod_033fbcf0e9b1c951,description,Web mapping application for exploring least-cost electrification scenarios and technology mixes.,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP provides' describes the GEP Explorer and its adjustable least-cost planning parameters.
asrt_bulk_5c82f8a88957a71b,organisation,org_99b1e294a6715f25,website,https://www.netelek.co.za/,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetView product entry.
asrt_bulk_5cfc8ac9754e767e,organisation,org_6fa8233b4c6f7e60,name,MyVoltage,src_e1397f8d9f1aec2c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening product description, Key product features and Value-added service offering."
asrt_bulk_5d48f408a5726cc4,organisation,org_063aba978073ba5d,name,Citiq Prepaid,src_5d32c0903dfe6e9c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Download the Citiq app' and 'Manage your utilities on the go', plus the statement that the technology is locally built in South Africa."
asrt_bulk_5d8609d9e9b66894,organisation,org_6fa8233b4c6f7e60,origin_classification,africa_built,src_e1397f8d9f1aec2c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening product description, Key product features and Value-added service offering."
asrt_bulk_5e946be780b7791d,organisation,org_2744e404ad22d210,name,World Bank ESMAP,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP provides' describes the GEP Explorer and its adjustable least-cost planning parameters.
asrt_bulk_60e8f9ce7d50f699,product,prod_46feee3513c5f4a9,lifecycle_status,active,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetView product entry.
asrt_bulk_66a6a66180d2331d,product,prod_4a59c1c6110c4219,organisation_id,org_6fa8233b4c6f7e60,src_e1397f8d9f1aec2c,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Opening product description, Key product features and Value-added service offering."
asrt_bulk_68824cbedae3619b,product,prod_46feee3513c5f4a9,primary_category_id,cat_retail_metering_billing_payments,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetView product entry.
asrt_bulk_6eae607aeb0b29c1,organisation,org_99b1e294a6715f25,origin_classification,africa_built,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetVend product entry.
asrt_bulk_6ffa7f0bde07bef0,product,prod_b57d9407040b6d6d,sector_id,sector_commercial_industrial,src_31fdc6b36c19f321,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening platform summary; 'The platform'; 'What we meter'; 'How it works'; FAQ; footer address.
asrt_bulk_7149b10e7024018d,product,prod_46feee3513c5f4a9,access_model,commercial,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetView product entry.
asrt_bulk_72125ef48b495295,product,prod_b57d9407040b6d6d,website,https://meterx.co.za/,src_31fdc6b36c19f321,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening platform summary; 'The platform'; 'What we meter'; 'How it works'; FAQ; footer address.
asrt_bulk_75cae47088ccc7c1,organisation,org_7951c70ccd95064f,name,MeterX,src_31fdc6b36c19f321,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening platform summary; 'The platform'; 'What we meter'; 'How it works'; FAQ; footer address.
asrt_bulk_798f8733bb1e72ff,product,prod_b57d9407040b6d6d,primary_category_id,cat_retail_metering_billing_payments,src_31fdc6b36c19f321,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening platform summary; 'The platform'; 'What we meter'; 'How it works'; FAQ; footer address.
asrt_bulk_7a654aa2fcb9ee23,product,prod_b57d9407040b6d6d,access_model,commercial,src_31fdc6b36c19f321,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening platform summary; 'The platform'; 'What we meter'; 'How it works'; FAQ; footer address.
asrt_bulk_7e5e05abc832d1d5,organisation,org_99b1e294a6715f25,website,https://www.netelek.co.za/,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
asrt_bulk_7e7e523ff7fa12a2,organisation,org_99b1e294a6715f25,headquarters_country,ZA,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetView product entry.
asrt_bulk_7ee6cd148996af04,organisation,org_99b1e294a6715f25,origin_classification,africa_built,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetView product entry.
